show_id,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,type,date_added_year
80042368,A Very Murray Christmas,Sofia Coppola,"Bill Murray, Miley Cyrus, George Clooney, Chris Rock, Amy Poehler, Michael Cera, Maya Rudolph, Rashida Jones, Jason Schwartzman, Paul Shaffer, Jenny Lewis, Phoenix",United States,2015-12-04,2015,TV-14,57 min,"comedies, music & musicals","bill murray rounds up an all-star cast for an evening of music, mischief and barroom camaraderie in this irreverent twist on holiday variety shows.",Movie,2015
80081754,Power Rangers Dino Charge,director desconhecido,"Brennan Mejia, Camille Hyde, Yoshi Sudarso, Michael Taber, James Davies, Claire Blackwelder",United States,2015-12-02,2015,TV-Y7,1 Season,kids' tv,"in the time of dinosaurs, the ancient and powerful energems were lost on earth, and now the evil bounty hunter sledge has returned to find them.",TV Show,2015
80067618,Atelier,director desconhecido,"Mirei Kiritani, Mao Daichi, Wakana Sakai, Masako Chiba, Maiko, Ken Kaito, Dori Sakurada, Nicole Ishida, Mayuko Kawakita",Japan,2015-12-01,2015,TV-PG,1 Season,"international tv shows, tv dramas","a young ""fabric geek"" lands a job at an upscale japanese lingerie company – and quickly discovers she'll need help to survive.",TV Show,2015
80073100,My Little Pony Equestria Girls: Friendship Games,"Ishi Rudell, Jayson Thiessen","Tara Strong, Rebecca Shoichet, Ashleigh Ball, Andrea Libman, Tabitha St. Germain, Cathy Weseluck, Iris Quinn, Nicole Oliver",United States,2015-12-01,2015,TV-Y,72 min,"children & family movies, comedies","rainbow dash, applejack and friends compete against crystal prep academy and their lead athlete, this world's twilight sparkle, in sporting events.",Movie,2015
80066806,Tyke Elephant Outlaw,"Susan Lambert, Stefan Moore",cast desconhecido,Australia,2015-12-01,2015,TV-14,78 min,"documentaries, international movies","this documentary recounts a 1994 incident in honolulu in which a circus elephant attacked and killed its trainer, then ran loose on the city streets.",Movie,2015
80079470,Naomi and Ely's No Kiss List,Kristin Hanggi,"Victoria Justice, Pierson Fode, Matthew Daddario, Ryan Ward, Griffin Newman, Monique Coleman, Danny Flaherty",United States,2015-11-18,2015,NR,91 min,"comedies, dramas, lgbtq movies","naomi and her gay best friend, ely, have been inseparable since childhood, but their bond faces its biggest test yet when they fall for the same guy.",Movie,2015
80058424,John Mulaney: The Comeback Kid,Rhys Thomas,John Mulaney,United States,2015-11-13,2015,TV-MA,62 min,stand-up comedy,"armed with boyish charm and a sharp wit, the former ""snl"" writer offers sly takes on marriage, his beef with babies and the time he met bill clinton.",Movie,2015
80049065,W/ Bob & David,director desconhecido,"David Cross, Bob Odenkirk, John Ennis, Jay Johnston, Brian Posehn, Jill Talley, Paul F. Tompkins, Tom Kenny, Brett Paesel",United States,2015-11-13,2015,TV-MA,1 Season,tv comedies,"after being dishonorably discharged from the navy seals, bob and david are back serving our country the way they do best – making sketch comedy.",TV Show,2015
70279188,Julius Jr.,director desconhecido,"Elizabeth Daily, Julie Lemieux, Athena Karkanis, Benjamin Israel, Stephanie Lynn Robinson",United States,1900-01-01,2014,TV-Y,2 Seasons,kids' tv,paul frank's fun artwork comes to life in this show that follows monkey julius jr. and his friends as they explore the world and help each other out.,TV Show,1900
70266684,Kristy,Oliver Blackburn,"Haley Bennett, Ashley Greene, Erica Ash, Lucas Till, Chris Coy, Al Vicente, Wayne Pére, Jon Arthur, Mike Seal",United States,2015-10-31,2013,NR,85 min,horror movies,"opting to stay on campus over the thanksgiving holiday, coed justine and a handful of friends find their break violently disrupted by a sadistic gang.",Movie,2015
80045783,Manson Family Vacation,J. Davis,"Jay Duplass, Linas Phillips, Leonora Pitts, Adam Chernick, Davie-Blue, Suzanne Ford, Tobin Bell",United States,2015-10-27,2015,NR,85 min,"comedies, dramas, independent movies","the pleasant family life of an l.a. attorney is disrupted by the sudden arrival of his brother, who is obsessed with the charles manson murders.",Movie,2015
80062011,Walt Disney Animation Studios Short Films Collection,"Chris Buck, Jennifer Lee, Patrick Osborne, Lauren MacMullan, John Kahrs, Nathan Greno, Byron Howard, Stevie Wermers, Dean Wellins, Kevin Deters, Roger Allers, Mike Gabriel, Mark Henn","Kristen Bell, Josh Gad, Jonathan Groff, Idina Menzel, Geoffrey Jones, Alfre Woodard, Carrie Harrington, Tim Hodge, David Murray, Sarah Chalke, Dave Foley, Derek Richardson, Betty White, Zachary Levi, Mandy Moore",United States,2015-10-25,2015,TV-G,90 min,children & family movies,"this collection of 12 short films from disney includes ""frozen fever,"" the mickey mouse short ""get a horse!"" and oscar winners ""paperman"" and ""feast.""",Movie,2015
70242310,Hemlock Grove,Eli Roth,"Famke Janssen, Landon Liboiron, Dougray Scott, Bill Skarsgård, Joel de la Fuente, Kaniehtiio Horn, Madeleine Martin, Michael Andreae, Penelope Mitchell, Freya Tingley, Laurie Fortier, Nicole Boivin, Ted Dykstra, Lili Taylor, Aaron Douglas, Kandyse McClure, Marty Adams, Demore Barnes, Madeline Brewer",United States,1900-01-01,2015,TV-MA,3 Seasons,"tv horror, tv mysteries, tv thrillers","secrets are just a part of daily life in the small pennsylvania town of hemlock grove, where the darkest evils hide in plain sight.",TV Show,1900
80038442,Results,Andrew Bujalski,"Guy Pearce, Cobie Smulders, Kevin Corrigan, Giovanni Ribisi, Anthony Michael Hall, Brooklyn Decker, Constance Zimmer, Tishuan Scott",United States,2015-10-22,2015,R,105 min,"comedies, independent movies","after an ugly divorce, a wealthy but unhappy man trains at a local gym and develops a strange relationship with the owner and a captivating trainer.",Movie,2015
80043049,Anthony Jeselnik: Thoughts and Prayers,Adam Dubin,Anthony Jeselnik,United States,2015-10-16,2015,TV-MA,59 min,stand-up comedy,there's no subject too dark as the comedian skewers taboos and riffs on national tragedies before pulling back the curtain on his provocative style.,Movie,2015
80044545,Beasts of No Nation,Cary Joji Fukunaga,"Idris Elba, Abraham Attah, Kurt Egyiawan, Jude Akuwudike, Emmanuel ""King Kong"" Nii Adom Quaye, Ama K. Abebrese, Kobina Amissah Sam, Francis Weddey, Richard Pepple",United States,2015-10-16,2015,NR,137 min,"dramas, independent movies","when civil war tears his family apart, a young west african boy is forced to join a unit of mercenary fighters and transform into a child soldier.",Movie,2015
80070182,Circle,"Aaron Hann, Mario Miscione","Julie Benz, Mercy Malick, Carter Jenkins, Molly Jackson, Michael Nardelli, Sara Sanderson, Kevin Sheridan, Cesar Garcia, Lisa Pelikan, Zachary James Rukavina, Lawrence Kao, Jordi Vilasuso, Kaiwi Lyman-Mersereau, Michael McLafferty, Allegra Masters, Autumn Federici, John Edward Lee, Matt Corboy",United States,2015-10-16,2015,NR,86 min,"dramas, independent movies, sci-fi & fantasy","when a group of strangers is seized and awaits execution, they face the impossible task of choosing the one person among them worthy of being spared.",Movie,2015
80042307,Some Assembly Required,director desconhecido,"Kolton Stewart, Harrison Houde, Charlie Storwick, Sydney Scotia, Travis Turner, Ellie Harvie, Dylan Playfair",Canada,1900-01-01,2015,TV-G,2 Seasons,"kids' tv, tv comedies",a 14-year-old takes ownership of a toy company and hires a group of his friends to help him create amazing new toys.,TV Show,1900
80075009,Suburra,Stefano Sollima,"Pierfrancesco Favino, Elio Germano, Claudio Amendola, Alessandro Borghi, Greta Scarano, Giulia Gorietti, Jean-Hugues Anglade, Antonello Fassari, Lidia Vitale","Italy, France",2015-10-14,2015,NR,135 min,"dramas, international movies, thrillers",a grueling battle over turning a seaside town near rome into a gambling paradise exposes criminal rivalries and endemic corruption on a grand scale.,Movie,2015
70245168,Nature's Great Events (2009),director desconhecido,David Attenborough,"United States, United Kingdom",2015-10-10,2009,TV-PG,1 Season,"british tv shows, docuseries, science & nature tv","this series looks at how seasonal changes cause shifting weather patterns and ocean currents, creating the conditions for spectacular wildlife events.",TV Show,2015
70235731,The Blue Planet: A Natural History of the Oceans,Alastair Fothergill,David Attenborough,United Kingdom,2015-10-10,2001,TV-G,1 Season,"british tv shows, docuseries, international tv shows","david attenborough narrates this definitive exploration of the marine world, from the familiar to the unknown, revealing the sea and its communities.",TV Show,2015
80031666,Winter on Fire: Ukraine's Fight for Freedom,Evgeny Afineevsky,cast desconhecido,"United Kingdom, Ukraine, United States",2015-10-09,2015,NR,99 min,"documentaries, international movies","over 93 days in ukraine, what started as peaceful student demonstrations became a violent revolution and full-fledged civil rights movement.",Movie,2015
80046779,Anjelah Johnson: Not Fancy,Jay Karas,Anjelah Johnson-Reyes,United States,2015-10-02,2015,TV-14,64 min,stand-up comedy,"the actress, comedian and youtube sensation riffs on everything from nail salons and gypsies to mexican moms and super-sleuthing liam neeson.",Movie,2015
80048100,Wakfu: The Quest for the Six Eliatrope Dofus,director desconhecido,"Fanny Bloc, Jules De Jongh, Patrick Béthune, Hugo Chandor, Adeline Chetail, Jessica Bell, Thomas Guitard, Ross Grant, Geneviève Doang",France,2015-10-01,2014,TV-Y7-FV,1 Season,kids' tv,"six years after yugo and his team defeat qilby, ogrest's crying floods amalia's kingdom. to stop him, they must find the six missing eliatrope dofus.",TV Show,2015
80019931,"Monster High: Boo York, Boo York",William Lau,"Karen Strassman, Celeste Henderson, Wendee Lee, TJ Smith, America Young, Rachel Staman, Laura Bailey",United States,2015-09-29,2015,TV-Y7,72 min,"children & family movies, music & musicals",cleo is invited to a gala in the big city celebrating a magical comet and brings her best friends along. but the sinister nefera has other plans.,Movie,2015
80059432,SMOSH: The Movie,Alex Winter,"Ian Hecox, Anthony Padilla, Jenna Marbles, Grace Helbig, Harley Morenstein, Jillian Nelson, Brittany Ross, Michael Ian Black, Steve Austin",United States,2015-09-22,2015,PG-13,83 min,comedies,"to keep his teen crush from spotting him in an embarrassing youtube video, anthony and his friend ian must enter the virtual world and alter the clip.",Movie,2015
80066798,Keith Richards: Under the Influence,Morgan Neville,Keith Richards,United States,2015-09-18,2015,TV-PG,82 min,"documentaries, music & musicals","in a documentary with unparalleled access, discover the people and sounds that inspired rock 'n' roll legend keith richards from childhood to today.",Movie,2015
80033772,Cowspiracy: The Sustainability Secret,"Kip Andersen, Keegan Kuhn",Kip Andersen,United States,2015-09-15,2014,NR,90 min,documentaries,learn how factory farming is decimating the planet's natural resources – and why this crisis has been largely ignored by major environmental groups.,Movie,2015
80045922,6 Years,Hannah Fidell,"Taissa Farmiga, Ben Rosenfield, Lindsay Burdge, Joshua Leonard, Jennifer Lafleur, Peter Vack, Dana Wheeler-Nicholson, Jason Newman, Molly McMichael",United States,2015-09-08,2015,NR,80 min,"dramas, independent movies, romantic movies","as a volatile young couple who have been together for six years approach college graduation, unexpected career opportunities threaten their future.",Movie,2015
70177067,Haven,director desconhecido,"Emily Rose, Lucas Bryant, Nicholas Campbell, Eric Balfour, Richard Donat, John Dunsworth, Maurice Dean Wint, Adam Copeland","Canada, United States",1900-01-01,2015,TV-14,5 Seasons,"classic & cult tv, tv horror, tv mysteries","residents of haven, maine, are plagued by supernatural afflictions. to reveal the truth, fbi agent audrey parker must delve into her own strange past.",TV Show,1900
80017275,Miss Julie,Liv Ullmann,"Jessica Chastain, Colin Farrell, Samantha Morton, Nora McMenamy","Norway, United Kingdom, France, Ireland",2015-09-02,2014,PG-13,130 min,"dramas, international movies","on a summer night in 1890 ireland, the unsettled daughter of aristocrats coaxes her father's valet to seduce her, though he's engaged to their cook.",Movie,2015
80044804,Demetri Martin: Live (At the Time),Jay Karas,Demetri Martin,United States,2015-08-14,2015,TV-MA,62 min,stand-up comedy,"demetri martin brings his off-kilter take on acoustic guitar, hairless cats, color schemes, and the word ""nope"" to washington in his original special.",Movie,2015
80018296,Yellowbird,Christian De Vita,"Dakota Fanning, Seth Green, Christine Baranski, Zachary Gordon, Richard Kind, Danny Glover, Elliott Gould, Ryan Lee, Jim Rash, Yvette Nicole Brown, Kostja Ullmann","France, Belgium",2015-08-05,2014,PG,90 min,"children & family movies, comedies","an orphaned bird tags along with a flock on their long migration to africa and becomes a hero when his newfound ""family"" runs into trouble.",Movie,2015
80039813,Wet Hot American Summer,director desconhecido,"Elizabeth Banks, Lake Bell, H. Jon Benjamin, Michael Ian Black, Michael Cera, Josh Charles, Bradley Cooper, Judah Friedlander, Janeane Garofalo, Jon Hamm, Nina Hellman, Joe Lo Truglio, Ken Marino, Christopher Meloni, A.D. Miles, Marguerite Moreau, Zak Orth, Jordan Peele, David Hyde Pierce, Chris Pine, Amy Poehler, Paul Rudd, Marisa Ryan, Jason Schwartzman, Molly Shannon, Michael Showalter, John Slattery, Kevin Sussman, David Wain, Kristen Wiig",United States,2015-07-31,2015,TV-MA,1 Season,tv comedies,"it's the first day of camp in this outrageous prequel to the hilarious 2001 cult classic movie. and at camp firewood, anything can happen.",TV Show,2015
70143843,Glee,director desconhecido,"Lea Michele, Chris Colfer, Jane Lynch, Matthew Morrison, Cory Monteith, Naya Rivera, Kevin McHale, Jenna Ushkowitz, Amber Riley, Mark Salling, Heather Morris, Harry Shum Jr., Jayma Mays, Dianna Agron",United States,1900-01-01,2015,TV-PG,6 Seasons,"tv comedies, tv dramas, teen tv shows","amid relationship woes and personal attacks from a wicked cheerleading coach, a teacher fights to turn underdog glee club members into winners.",TV Show,1900
80028208,Tig,"Kristina Goolsby, Ashley York",Tig Notaro,United States,2015-07-17,2015,TV-14,92 min,"documentaries, stand-up comedy",comedian tig notaro announced her cancer diagnosis at what became a legendary stand-up set in 2012. follow her search for humor amid devastating news.,Movie,2015
80025553,H2O: Mermaid Adventures,director desconhecido,"Sonja Ball, Holly Gauthier-Frankel, Thor Bishopric, Angela Galuppo","Germany, Australia",1900-01-01,2015,TV-Y7,2 Seasons,kids' tv,three high school friends who turn into mermaids whenever they touch water have undersea adventures while keeping their new life a secret.,TV Show,1900
80014996,The Physician,Philipp Stölzl,"Tom Payne, Ben Kingsley, Stellan Skarsgård, Olivier Martinez, Emma Rigby, Elyas M'Barek, Fahri Yardim, Makram Khoury, Michael Marcus",Germany,2015-07-15,2013,R,155 min,"action & adventure, dramas, international movies",a medical apprentice in 11th-century persia disguises himself as a jew to study at a school that does not admit christians.,Movie,2015
70306646,Creep,Patrick Brice,"Mark Duplass, Patrick Brice",United States,2015-07-14,2014,R,78 min,"horror movies, independent movies, thrillers","when a cash-strapped videographer takes a job in a remote mountain town, he finds that the client has some unsettling ideas in mind.",Movie,2015
80044731,Chris Tucker Live,Phil Joanou,Chris Tucker,United States,2015-07-10,2015,TV-MA,92 min,stand-up comedy,"filmed in his hometown of atlanta, chris tucker showcases his stand-up comedic chops as he shares his experiences from childhood to the big time.",Movie,2015
80004286,"Monster High: Scaris, City of Frights","Dustin McKenzie, Andrew Duncan, Audu Paden","Laura Bailey, Cam Clarke, Erin Fitzgerald, Dee Dee Green, Celeste Henderson, Kate Higgins, Jonathan Lipow, Julie Maddalena, Dustin McKenzie, Audu Paden",United States,2015-07-07,2013,TV-G,60 min,children & family movies,"when clawdeen gets a chance to study with a top fashion designer, she and her pals hop on a plane to scaris, france, the city where screams come true.",Movie,2015
80027772,The Day My Butt Went Psycho!,director desconhecido,"Mac Heywood, Robert Tinkler, Bryn McAuley, Kedar Brown, Julie Lemieux, Ted Dykstra, Mark Edwards, Joe Pingue","Canada, Australia",1900-01-01,2015,TV-Y7,2 Seasons,"kids' tv, tv comedies",a boy and his best friend – his newly detached butt – embark on wacky adventures in a world where humans and their butts live side by side.,TV Show,1900
80015210,Ralphie May: Imperfectly Yours,Anthony Pierce,Ralphie May,United States,2015-06-29,2015,NR,69 min,stand-up comedy,"comedian ralphie may takes to the las vegas stage with his raw, rollicking take on men's fashion, racism, sex and even waffles. filmed live in 2013.",Movie,2015
70281022,A Young Doctor's Notebook and Other Stories,director desconhecido,"Daniel Radcliffe, Jon Hamm, Adam Godley, Christopher Godwin, Rosie Cavaliero, Vicki Pepperdine, Margaret Clunie, Tim Steed, Shaun Pye",United Kingdom,1900-01-01,2013,TV-MA,2 Seasons,"british tv shows, tv comedies, tv dramas","set during the russian revolution, this comic miniseries is based on a doctor's memories of his early career working in an out-of-the-way village.",TV Show,1900
70308063,"What Happened, Miss Simone?",Liz Garbus,cast desconhecido,United States,2015-06-26,2015,NR,103 min,"documentaries, music & musicals","using never-before-heard recordings, rare archival footage and her best-known songs, this is the story of legendary singer and activist nina simone.",Movie,2015
80038420,Advantageous,Jennifer Phang,"Jacqueline Kim, James Urbaniak, Freya Adams, Ken Jeong, Jennifer Ehle, Samantha Kim, Troi Zee, Olivia Horton, Jennifer Ikeda, Mercedes Griffeth",United States,2015-06-23,2015,NR,92 min,"dramas, independent movies, sci-fi & fantasy","in order to keep her job at a biomedical engineering firm that prizes youth, a middle-aged woman must submit to a drastic experimental procedure.",Movie,2015
70177040,Danger Mouse: Classic Collection,director desconhecido,"David Jason, Terry Scott, Edward Kelsey, Brian Trueman",United Kingdom,1900-01-01,1992,TV-Y,10 Seasons,"british tv shows, kids' tv, tv comedies","follow the adventures of superspy danger mouse and his bumbling sidekick, penfold, as they jet around the world foiling their enemies' evil plots.",TV Show,1900
70155579,Johnny Test,director desconhecido,"James Arnold Taylor, Louis Chirillo, Maryke Hendrikse, Ashleigh Ball, Ian James Corlett, Brittney Wilson","United States, Canada",1900-01-01,2013,TV-Y7,6 Seasons,kids' tv,crafty 11-year-old johnny test and his genetically modified talking dog go on high-octane adventures to save his family (and the world) from disaster.,TV Show,1900
80032640,The Perfect Dictatorship,Luis Estrada,"Damián Alcázar, Alfonso Herrera, Joaquín Cosio, Osvaldo Benavides, Silvia Navarro, Flavio Medina, Saúl Lisazo, Tony Dalton",Mexico,2015-06-01,2014,NR,143 min,"comedies, dramas, international movies","after accepting a colossal bribe, a powerful tv conglomerate gins up fake news stories to enhance the image of a notoriously corrupt politician.",Movie,2015
80027373,Oh No! It's an Alien Invasion,director desconhecido,"Al Mukadam, Dan Chameroy, Seán Cullen, Stacey DePass, Barbara Mamabolo, Robert Tinkler, Ryan Cooley, Brianna Daguanno",Canada,1900-01-01,2014,TV-Y7-FV,2 Seasons,"kids' tv, tv action & adventure, tv sci-fi & fantasy",nate and his super wicked extreme emergency team –  s.w.e.e.t. – take on alien invaders who have captured all the world's grownups.,TV Show,1900
80038162,Hot Girls Wanted,"Jill Bauer, Ronna Gradus",cast desconhecido,United States,2015-05-29,2015,NR,83 min,documentaries,"this 2015 sundance film festival breakout documentary from producer rashida jones spotlights the ""amateur"" porn industry and the women it exploits.",Movie,2015
80038335,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),Lance Bangs,Jen Kirkman,United States,2015-05-22,2015,TV-MA,78 min,stand-up comedy,"jen kirkman delivers some sharp, hilarious truths about divorce, kids, sex and turning 40 in this netflix original comedy special.",Movie,2015
80020540,Richie Rich,director desconhecido,"Jake Brennan, Joshua Carlon, Lauren Taylor, Jenna Ortega, Kiff VandenHeuvel, Brooke Wexler",United States,1900-01-01,2015,TV-G,2 Seasons,"kids' tv, tv comedies","after turning his veggies into green energy, richie rich earns a trillion dollars overnight and a new life filled with nonstop fun and adventure.",TV Show,1900
80011852,The Other One: The Long Strange Trip of Bob Weir,Mike Fleiss,Bob Weir,United States,2015-05-22,2015,TV-14,84 min,"documentaries, music & musicals",this chronicle of bob weir highlights his brotherhood with jerry garcia and his success as a member of one of the world's most influential bands.,Movie,2015
80028529,Tinker Bell and the Legend of the NeverBeast,Steve Loter,"Ginnifer Goodwin, Mae Whitman, Rosario Dawson, Lucy Liu, Pamela Adlon, Raven-Symoné, Megan Hilty, Kari Wahlgren, Anjelica Huston, Jeff Corwin, Olivia Holt, Thomas Lennon, Chloe Bennet, Danai Gurira, Grey DeLisle, Peter Michael",United States,2015-05-17,2014,G,78 min,children & family movies,"when suspicious scout fairies scheme to capture the fearsome-looking neverbeast, tinker bell and fawn set out to save the wondrous creature.",Movie,2015
80028359,Russell Madness,Robert Vince,"David Milchard, John Ratzenberger, Will Sasso, Mason Vale Cotton, John Hennigan, Sean Giambrone, Charles Robinson, Mckenna Grace, Kate Reinders, Fred Willard",United States,2015-05-10,2015,PG,93 min,"children & family movies, comedies, sports movies","a spunky terrier named russell with serious wrestling chops becomes a sports phenomenon with the help of his coach, a monkey named hunk.",Movie,2015
70225722,Life,director desconhecido,David Attenborough,"United Kingdom, United States, Greece, Italy, Germany",2015-04-22,2009,TV-PG,1 Season,"british tv shows, docuseries, international tv shows",discover the glorious variety of life on earth and the spectacular and extraordinary tactics animals and plants have developed to stay alive.,TV Show,2015
70266023,Life on Location,director desconhecido,David Attenborough,United States,2015-04-22,2009,TV-G,1 Season,"british tv shows, docuseries, science & nature tv","members of the bbc's ""life"" production crew go behind the scenes to explain just what it took to capture key sequences of the program.",TV Show,2015
80045629,Nature's Great Events: Diaries,director desconhecido,David Attenborough,"United States, United Kingdom",2015-04-22,2009,TV-PG,1 Season,"british tv shows, docuseries, science & nature tv",look behind the scenes of this wildlife documentary series that examines how animals around the world adapt to chaotic natural phenomena.,TV Show,2015
70219642,Planet Earth: The Complete Collection,Alastair Fothergill,David Attenborough,United Kingdom,2015-04-22,2006,TV-PG,1 Season,"british tv shows, docuseries, international tv shows",this landmark series transports nature lovers from the himalayan mountains to the depths of the ocean and everywhere in between.,TV Show,2015
80029368,Chris D'Elia: Incorrigible,Bill D'Elia,Chris D'Elia,United States,2015-04-17,2015,TV-MA,84 min,stand-up comedy,stand-up comedian chris d'elia covers everything from how to improve the nfl to why dating is evil and that babies should grow up before they're born.,Movie,2015
70283263,Star-Crossed,director desconhecido,"Aimee Teegarden, Matt Lanter, Grey Damon, Malese Jow, Greg Finley, Natalie Hall, Titus Makin Jr., Chelsea Gilligan",United States,2015-04-16,2014,TV-14,1 Season,"romantic tv shows, tv dramas, tv sci-fi & fantasy",the passionate love between an alien boy and a human girl grows more and more dangerous as they face the wrath of their families and communities.,TV Show,2015
80035480,Residue,director desconhecido,"Natalia Tena, Iwan Rheon, Jamie Draven, Danny Webb, Franz Drameh, Adrian Schiller, Eleanor Matsuura, Brian Ferguson, Emilia Jones, Tom Goodman-Hill",United Kingdom,2015-04-08,2015,TV-MA,1 Season,"british tv shows, international tv shows, tv horror","after a freak explosion wreaks havoc on a sprawling city of the future, eight survivors get caught up in the aftermath and its paranormal effects.",TV Show,2015
70136135,Mad Men,director desconhecido,"Jon Hamm, Elisabeth Moss, Vincent Kartheiser, January Jones, Christina Hendricks, Aaron Staton, Rich Sommer, John Slattery, Kiernan Shipka, Robert Morse, Michael Gladis, Christopher Stanley, Bryan Batt, Jared Harris, Jessica Paré, Alison Brie, Jay R. Ferguson, Ben Feldman, Mark Moses, Alexa Alemanni, Julie McNiven",United States,1900-01-01,2014,TV-14,7 Seasons,tv dramas,"set in 1960s new york city, this award-winning series takes a peek inside an ad agency during an era when the cutthroat business had a glamorous lure.",TV Show,1900
80023794,Marvel & ESPN Films Present: 1 of 1: Genesis,Eric Drath,"Manny Pacquiao, Michael Smith, Tony Hawk, Esther Howard, Alex Morgan, Danica Patrick, Russell Wilson, Carmelo Anthony, Dwight Howard, Joe Quesada, Albert Pujols, Brandi Chastain, Cal Ripken Jr.",country desconhecido,2015-03-15,2014,TV-PG,77 min,"documentaries, sports movies","this documentary explores the connections between elite athletes and marvel superheroes such as spider man, black widow and captain america.",Movie,2015
70230417,Oscar's Oasis,director desconhecido,cast desconhecido,France,2015-03-15,2011,TV-G,1 Season,kids' tv,"plucky lizard oscar spends his time trying to avoid the hazards of the desert, including marauding chickens and bumbling adversaries.",TV Show,2015
80038296,Aziz Ansari Live at Madison Square Garden,Aziz Ansari,Aziz Ansari,United States,2015-03-06,2015,TV-MA,58 min,stand-up comedy,"stand-up comedian and tv star aziz ansari (""parks and recreation"") delivers his sharp-witted take on immigrants, relationships and the food industry.",Movie,2015
80011848,My Own Man,David Sampliner,David Sampliner,United States,2015-03-06,2015,NR,82 min,documentaries,"when a man discovers he will be the father to a boy, his fear and insecurities send him on an emotional, humorous quest for his own manhood.",Movie,2015
80013282,Ralphie May: Unruly,John Asher,Ralphie May,United States,2015-02-27,2015,TV-MA,83 min,stand-up comedy,"filmed in front of a raucous crowd, comedian ralphie may unleashes his hilariously raunchy perspective in his first netflix original stand-up special.",Movie,2015
80007215,Stop at Nothing: The Lance Armstrong Story,Alex Holmes,cast desconhecido,"Australia, United Kingdom, United States, New Zealand, Italy, France",2015-02-15,2014,NR,100 min,"documentaries, international movies, sports movies","an athlete dupes the world with his tale of miraculous recovery from cancer, becoming a sports hero and beacon of hope, but can he outpace the truth?",Movie,2015
80038290,Virunga: Gorillas in Peril,director desconhecido,cast desconhecido,United States,2015-02-13,2015,NR,29 min,documentaries,the team behind the searing documentary reveals what inspired them to tell the story of virunga and the lethal fight to save the gorillas' sanctuary.,Movie,2015
70136152,Spartacus,director desconhecido,"Andy Whitfield, Liam McIntyre, Dustin Clare, John Hannah, Manu Bennett, Lucy Lawless, Peter Mensah, Nick E. Tarabay, Viva Bianca, Lesley-Ann Brandt, Jai Courtney, Daniel Feuerriegel",United States,1900-01-01,2013,TV-MA,4 Seasons,"tv action & adventure, tv dramas","a thracian man is condemned to a brutal death in the arena, only to outlast his executioners and be reborn as the enslaved gladiator spartacus.",TV Show,1900
70302480,Iliza Shlesinger: Freezing Hot,director desconhecido,Iliza Shlesinger,country desconhecido,2015-01-23,2015,TV-MA,72 min,stand-up comedy,"smart and brazen comedian iliza shlesinger applies her fresh, laugh-out-loud perspective to the universal struggles between men and women.",Movie,2015
70153404,Friends,director desconhecido,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,1900-01-01,2003,TV-14,10 Seasons,"classic & cult tv, tv comedies","this hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s manhattan.",TV Show,1900
80019503,BoJack Horseman Christmas Special: Sabrina's Christmas Wish,director desconhecido,"Will Arnett, Aaron Paul, Alison Brie, Adam Conover, Kristen Schaal, Fred Savage",United States,2014-12-19,2014,TV-MA,26 min,movies,"it's christmas, and bojack wants nothing to do with it. then todd shows up with a giant candy cane and an old ""horsin' around"" christmas episode.",Movie,2014
80023876,Pee-wee's Playhouse,director desconhecido,Paul Reubens,United States,1900-01-01,1990,TV-PG,5 Seasons,"classic & cult tv, kids' tv, tv comedies","pee-wee herman brings his stage show to the masses with this innovative live-action kids series that invites viewers into his quirky, childlike world.",TV Show,1900
80023921,Pee-wee's Playhouse: Christmas Special,"Paul Reubens, Wayne Orr","Paul Reubens, Annette Funicello, Frankie Avalon, Grace Jones, k.d. lang, Dinah Shore, Little Richard, Cher, Eadie del Rubio, Magic Johnson, Elena del Rubio, Zsa Zsa Gabor, Milly del Rubio, Whoopi Goldberg, Oprah Winfrey, Joan Rivers",United States,2014-12-18,1988,TV-PG,48 min,movies,"amid an avalanche of stars, pee-wee straps on his ice skates and glides into the holiday season with christmas cards, carols ... and charo.",Movie,2014
80012535,My Little Pony Equestria Girls: Rainbow Rocks,"Jayson Thiessen, Ishi Rudell","Tara Strong, Ashleigh Ball, Andrea Libman, Tabitha St. Germain, Cathy Weseluck, Rebecca Shoichet, Maryke Hendrikse, Kazumi Evans, Diana Kaarina","United States, Canada",2014-12-17,2014,TV-Y,73 min,"children & family movies, comedies","rainbow dash, applejack, pinkie pie, rarity and fluttershy plan to perform with their new band at the canterlot high musical showcase.",Movie,2014
80020772,Get Santa,Christopher Smith,"Jodie Whittaker, Warwick Davis, Jim Broadbent, Stephen Graham, Nonso Anozie, Rafe Spall, Ewen Bremner, Matt King","United Kingdom, United States",2014-12-12,2014,PG,103 min,"children & family movies, comedies","when santa gets arrested for trespassing after crashing his sleigh, it's up to a father-son team to spring him from jail and save christmas.",Movie,2014
80004478,Bill Burr: I'm Sorry You Feel That Way,Jay Karas,Bill Burr,United States,2014-12-05,2014,NR,81 min,stand-up comedy,"bill burr escapes the zombie apocalypse, explores how rom-coms ruin great sex and explains how too many childhood hugs may be the downfall of man.",Movie,2014
